ticker,company_name,sector,industry,market_cap,country
MMM,3M Company,industrials,Conglomerates,80137461760,United States
AOS,A. O. Smith Corporation,industrials,Specialty Industrial Machinery,9544678400,United States
ABT,Abbott Laboratories,healthcare,Medical Devices,238833221632,United States
ABBV,AbbVie Inc.,healthcare,Drug Manufacturers - General,373442117632,United States
ACN,Accenture plc,technology,Information Technology Services,217829670912,Ireland
ADBE,Adobe Inc.,technology,Software - Application,196242915328,United States
AMD,"Advanced Micro Devices, Inc.",technology,Semiconductors,164754194432,United States
AES,The AES Corporation,utilities,Utilities - Diversified,7793371136,United States
AFL,Aflac Incorporated,financial-services,Insurance - Life,59118964736,United States
A,"Agilent Technologies, Inc.",healthcare,Diagnostics & Research,36068380672,United States
APD,"Air Products and Chemicals, Inc.",basic-materials,Specialty Chemicals,69319065600,United States
ABNB,"Airbnb, Inc.",consumer-cyclical,Travel Services,88590663680,United States
AKAM,"Akamai Technologies, Inc.",technology,Software - Infrastructure,12449336320,United States
ALB,Albemarle Corporation,basic-materials,Specialty Chemicals,8725092352,United States
ARE,"Alexandria Real Estate Equities, Inc.",real-estate,REIT - Office,17688272896,United States
ALGN,"Align Technology, Inc.",healthcare,Medical Instruments & Supplies,12819965952,United States
ALLE,Allegion plc,industrials,Security & Protection Services,10914010112,Ireland
LNT,Alliant Energy Corporation,utilities,Utilities - Regulated Electric,16284539904,United States
ALL,The Allstate Corporation,financial-services,Insurance - Property & Casualty,52888588288,United States
GOOGL,Alphabet Inc.,communication-services,Internet Content & Information,2118526173184,United States
GOOG,Alphabet Inc.,communication-services,Internet Content & Information,2121666265088,United States
MO,"Altria Group, Inc.",consumer-defensive,Tobacco,94592425984,United States
AMZN,"Amazon.com, Inc.",consumer-cyclical,Internet Retail,2208136691712,United States
AMCR,Amcor plc,consumer-cyclical,Packaging & Containers,14554573824,Switzerland
AEE,Ameren Corporation,utilities,Utilities - Regulated Electric,26647818240,United States
AEP,"American Electric Power Company, Inc.",utilities,Utilities - Regulated Electric,55128686592,United States
AXP,American Express Company,financial-services,Credit Services,199645528064,United States
AIG,"American International Group, Inc.",financial-services,Insurance - Diversified,48243904512,United States
AMT,American Tower Corporation,real-estate,REIT - Specialty,97553604608,United States
AWK,"American Water Works Company, Inc.",utilities,Utilities - Regulated Water,26867597312,United States
AMP,"Ameriprise Financial, Inc.",financial-services,Asset Management,51057143808,United States
AME,"AMETEK, Inc.",industrials,Specialty Industrial Machinery,42681143296,United States
AMGN,Amgen Inc.,healthcare,Drug Manufacturers - General,170062987264,United States
APH,Amphenol Corporation,technology,Electronic Components,78368980992,United States
ADI,"Analog Devices, Inc.",technology,Semiconductors,113811611648,United States
ANSS,"ANSYS, Inc.",technology,Software - Application,28730507264,United States
AON,Aon plc,financial-services,Insurance Brokers,87279525888,Ireland
APA,APA Corporation,energy,Oil & Gas E&P,6749746688,United States
APO,"Apollo Global Management, Inc.",financial-services,Asset Management,80169549824,United States
AAPL,Apple Inc.,technology,Consumer Electronics,3541310111744,United States
AMAT,"Applied Materials, Inc.",technology,Semiconductor Equipment & Materials,126188347392,United States
APTV,Aptiv PLC,consumer-cyclical,Auto Parts,14934639616,Switzerland
ACGL,Arch Capital Group Ltd.,financial-services,Insurance - Diversified,34288861184,Bermuda
ADM,Archer-Daniels-Midland Company,consumer-defensive,Farm Products,21970581504,United States
ANET,Arista Networks Inc,technology,Computer Hardware,110751555584,United States
AJG,Arthur J. Gallagher & Co.,financial-services,Insurance Brokers,86799212544,United States
AIZ,"Assurant, Inc.",financial-services,Insurance - Property & Casualty,10391007232,United States
T,AT&T Inc.,communication-services,Telecom Services,187924758528,United States
ATO,Atmos Energy Corporation,utilities,Utilities - Regulated Gas,23515551744,United States
ADSK,"Autodesk, Inc.",technology,Software - Application,57592619008,United States
ADP,"Automatic Data Processing, Inc.",technology,Software - Application,126304960512,United States
AZO,"AutoZone, Inc.",consumer-cyclical,Specialty Retail,59550318592,United States
AVB,"AvalonBay Communities, Inc.",real-estate,REIT - Residential,31931981824,United States
AVY,Avery Dennison Corporation,consumer-cyclical,Packaging & Containers,14441793536,United States
AXON,"Axon Enterprise, Inc.",industrials,Aerospace & Defense,40990400512,United States
BKR,Baker Hughes Company,energy,Oil & Gas Equipment & Services,41901539328,United States
BALL,Ball Corporation,consumer-cyclical,Packaging & Containers,14670028800,United States
BAC,Bank of America Corporation,financial-services,Banks - Diversified,321601929216,United States
BAX,Baxter International Inc.,healthcare,Medical Instruments & Supplies,17988734976,United States
BDX,"Becton, Dickinson and Company",healthcare,Medical Instruments & Supplies,64352698368,United States
BRK.B,N/A,N/A,N/A,N/A,N/A
BBY,"Best Buy Co., Inc.",consumer-cyclical,Specialty Retail,16148012032,United States
TECH,Bio-Techne Corporation,healthcare,Biotechnology,9833073664,United States
BIIB,Biogen Inc.,healthcare,Drug Manufacturers - General,21044334592,United States
BLK,"BlackRock, Inc.",financial-services,Asset Management,150306635776,United States
BX,Blackstone Inc.,financial-services,Asset Management,185285050368,United States
BK,The Bank of New York Mellon Corporation,financial-services,Banks - Diversified,62004744192,United States
BA,The Boeing Company,industrials,Aerospace & Defense,122382073856,United States
BKNG,Booking Holdings Inc.,consumer-cyclical,Travel Services,161367425024,United States
BWA,BorgWarner Inc.,consumer-cyclical,Auto Parts,6383386112,United States
BSX,Boston Scientific Corporation,healthcare,Medical Devices,154528923648,United States
BMY,Bristol-Myers Squibb Company,healthcare,Drug Manufacturers - General,121393324032,United States
AVGO,Broadcom Inc.,technology,Semiconductors,900795727872,United States
BR,"Broadridge Financial Solutions, Inc.",technology,Information Technology Services,28375937024,United States
BRO,"Brown & Brown, Inc.",financial-services,Insurance Brokers,34194606080,United States
BF.B,N/A,N/A,N/A,N/A,N/A
BLDR,"Builders FirstSource, Inc.",industrials,Building Products & Equipment,15191127040,United States
BG,Bunge Global SA,consumer-defensive,Farm Products,9606845440,United States
BXP,"BXP, Inc.",real-estate,REIT - Office,11943558144,United States
CHRW,"C.H. Robinson Worldwide, Inc.",industrials,Integrated Freight & Logistics,11622504448,United States
CDNS,"Cadence Design Systems, Inc.",technology,Software - Application,67074228224,United States
CZR,"Caesars Entertainment, Inc.",consumer-cyclical,Resorts & Casinos,6438834688,United States
CPT,Camden Property Trust,real-estate,REIT - Residential,13282705408,United States
CPB,The Campbell's Company,consumer-defensive,Packaged Foods,11679909888,United States
COF,Capital One Financial Corporation,financial-services,Credit Services,70907936768,United States
CAH,"Cardinal Health, Inc.",healthcare,Medical Distribution,30780594176,United States
KMX,"CarMax, Inc.",consumer-cyclical,Auto & Truck Dealerships,12165579776,United States
CCL,Carnival Corporation & plc,consumer-cyclical,Travel Services,30201223168,United States
CARR,Carrier Global Corporation,industrials,Building Products & Equipment,56046903296,United States
CAT,Caterpillar Inc.,industrials,Farm & Heavy Construction Machinery,161775190016,United States
CBOE,"Cboe Global Markets, Inc.",financial-services,Financial Data & Stock Exchanges,22235564032,United States
CBRE,"CBRE Group, Inc.",real-estate,Real Estate Services,42695266304,United States
CDW,CDW Corporation,technology,Information Technology Services,22866794496,United States
CE,Celanese Corporation,basic-materials,Chemicals,5940007936,United States
COR,"Cencora, Inc.",healthcare,Medical Distribution,48724627456,United States
CNC,Centene Corporation,healthcare,Healthcare Plans,29266595840,United States
CNP,"CenterPoint Energy, Inc.",utilities,Utilities - Regulated Electric,22041475072,United States
CF,"CF Industries Holdings, Inc.",basic-materials,Agricultural Inputs,12937367552,United States
CRL,"Charles River Laboratories International, Inc.",healthcare,Diagnostics & Research,8568775168,United States
SCHW,The Charles Schwab Corporation,financial-services,Capital Markets,139173363712,United States
CHTR,"Charter Communications, Inc.",communication-services,Telecom Services,53715963904,United States
CVX,Chevron Corporation,energy,Oil & Gas Integrated,265516089344,United States
CMG,"Chipotle Mexican Grill, Inc.",consumer-cyclical,Restaurants,72646221824,United States
CB,Chubb Limited,financial-services,Insurance - Property & Casualty,114922250240,Switzerland
CHD,"Church & Dwight Co., Inc.",consumer-defensive,Household & Personal Products,27219040256,United States
CI,The Cigna Group,healthcare,Healthcare Plans,84793655296,United States
CINF,Cincinnati Financial Corporation,financial-services,Insurance - Property & Casualty,22411104256,United States
CTAS,Cintas Corporation,industrials,Specialty Business Services,82843541504,United States
CSCO,"Cisco Systems, Inc.",technology,Communication Equipment,254451417088,United States
C,Citigroup Inc.,financial-services,Banks - Diversified,137491660800,United States
CFG,"Citizens Financial Group, Inc.",financial-services,Banks - Regional,18945517568,United States
CLX,The Clorox Company,consumer-defensive,Household & Personal Products,18448932864,United States
CME,CME Group Inc.,financial-services,Financial Data & Stock Exchanges,91427028992,United States
CMS,CMS Energy Corporation,utilities,Utilities - Regulated Electric,21626781696,United States
KO,The Coca-Cola Company,consumer-defensive,Beverages - Non-Alcoholic,301414088704,United States
CTSH,Cognizant Technology Solutions Corporation,technology,Information Technology Services,41688711168,United States
CL,Colgate-Palmolive Company,consumer-defensive,Household & Personal Products,74458431488,United States
CMCSA,Comcast Corporation,communication-services,Telecom Services,134453075968,United States
CAG,"Conagra Brands, Inc.",consumer-defensive,Packaged Foods,12119154688,United States
COP,ConocoPhillips,energy,Oil & Gas E&P,113089134592,United States
ED,"Consolidated Edison, Inc.",utilities,Utilities - Regulated Electric,34740539392,United States
STZ,"Constellation Brands, Inc.",consumer-defensive,Beverages - Brewers,31484078080,United States
CEG,Constellation Energy Corporation,utilities,Utilities - Renewable,71742078976,United States
COO,"The Cooper Companies, Inc.",healthcare,Medical Instruments & Supplies,18262073344,United States
CPRT,"Copart, Inc.",industrials,Specialty Business Services,52565118976,United States
GLW,Corning Incorporated,technology,Electronic Components,40292769792,United States
CPAY,"Corpay, Inc.",technology,Software - Infrastructure,25020205056,United States
CTVA,"Corteva, Inc.",basic-materials,Agricultural Inputs,41928601600,United States
CSGP,"CoStar Group, Inc.",real-estate,Real Estate Services,32817379328,United States
COST,Costco Wholesale Corporation,consumer-defensive,Discount Stores,465095196672,United States
CTRA,Coterra Energy Inc.,energy,Oil & Gas E&P,19944341504,United States
CRWD,"CrowdStrike Holdings, Inc.",technology,Software - Infrastructure,90011893760,United States
CCI,Crown Castle Inc.,real-estate,REIT - Specialty,41126010880,United States
CSX,CSX Corporation,industrials,Railroads,58581651456,United States
CMI,Cummins Inc.,industrials,Specialty Industrial Machinery,47749898240,United States
CVS,CVS Health Corporation,healthcare,Healthcare Plans,83149758464,United States
DHR,Danaher Corporation,healthcare,Diagnostics & Research,150489333760,United States
DRI,"Darden Restaurants, Inc.",consumer-cyclical,Restaurants,22805006336,United States
DVA,DaVita Inc.,healthcare,Medical Care Facilities,11200000000,United States
DAY,Dayforce Inc,technology,Software - Application,9095105536,United States
DECK,Deckers Outdoor Corporation,consumer-cyclical,Footwear & Accessories,20654923776,United States
DE,Deere & Company,industrials,Farm & Heavy Construction Machinery,126886051840,United States
DELL,Dell Technologies Inc.,technology,Computer Hardware,67851812864,United States
DAL,"Delta Air Lines, Inc.",industrials,Airlines,36671262720,United States
DVN,Devon Energy Corporation,energy,Oil & Gas E&P,21830326272,United States
DXCM,"DexCom, Inc.",healthcare,Medical Devices,32027672576,United States
FANG,"Diamondback Energy, Inc.",energy,Oil & Gas E&P,41303228416,United States
DLR,"Digital Realty Trust, Inc.",real-estate,REIT - Specialty,53912281088,United States
DFS,Discover Financial Services,financial-services,Credit Services,45525229568,United States
DG,Dollar General Corporation,consumer-defensive,Discount Stores,16208545792,United States
DLTR,"Dollar Tree, Inc.",consumer-defensive,Discount Stores,15086061568,United States
D,"Dominion Energy, Inc.",utilities,Utilities - Regulated Electric,46095904768,United States
DPZ,"Domino's Pizza, Inc.",consumer-cyclical,Restaurants,16331402240,United States
DOV,Dover Corporation,industrials,Specialty Industrial Machinery,26035697664,United States
DOW,Dow Inc.,basic-materials,Chemicals,26663761920,United States
DHI,"D.R. Horton, Inc.",consumer-cyclical,Residential Construction,41505644544,United States
DTE,DTE Energy Company,utilities,Utilities - Regulated Electric,27366305792,United States
DUK,Duke Energy Corporation,utilities,Utilities - Regulated Electric,89471606784,United States
DD,"DuPont de Nemours, Inc.",basic-materials,Specialty Chemicals,33226534912,United States
EMN,Eastman Chemical Company,basic-materials,Specialty Chemicals,11255368704,United States
ETN,Eaton Corporation plc,industrials,Specialty Industrial Machinery,112790167552,Ireland
EBAY,eBay Inc.,consumer-cyclical,Internet Retail,31012300800,United States
ECL,Ecolab Inc.,basic-materials,Specialty Chemicals,76304482304,United States
EIX,Edison International,utilities,Utilities - Regulated Electric,21249474560,United States
EW,Edwards Lifesciences Corporation,healthcare,Medical Devices,42828517376,United States
EA,Electronic Arts Inc.,communication-services,Electronic Gaming & Multimedia,34935844864,United States
ELV,"Elevance Health, Inc.",healthcare,Healthcare Plans,90365599744,United States
EMR,Emerson Electric Co.,industrials,Specialty Industrial Machinery,65322176512,United States
ENPH,"Enphase Energy, Inc.",technology,Solar,7769424384,United States
ETR,Entergy Corporation,utilities,Utilities - Regulated Electric,36438765568,United States
EOG,"EOG Resources, Inc.",energy,Oil & Gas E&P,67495882752,United States
EPAM,"EPAM Systems, Inc.",technology,Information Technology Services,11386152960,United States
EQT,EQT Corporation,energy,Oil & Gas E&P,29949718528,United States
EFX,Equifax Inc.,industrials,Consulting Services,30375958528,United States
EQIX,"Equinix, Inc.",real-estate,REIT - Specialty,89644720128,United States
EQR,Equity Residential,real-estate,REIT - Residential,28832153600,United States
ERIE,Erie Indemnity Company,financial-services,Insurance Brokers,23377246208,United States
ESS,"Essex Property Trust, Inc.",real-estate,REIT - Residential,21263945728,United States
EL,The Estée Lauder Companies Inc.,consumer-defensive,Household & Personal Products,25867108352,United States
EG,"Everest Group, Ltd.",financial-services,Insurance - Reinsurance,15397885952,Bermuda
EVRG,"Evergy, Inc.",utilities,Utilities - Regulated Electric,15403702272,United States
ES,Eversource Energy,utilities,Utilities - Regulated Electric,21563289600,United States
EXC,Exelon Corporation,utilities,Utilities - Regulated Electric,43586338816,United States
EXPE,"Expedia Group, Inc.",consumer-cyclical,Travel Services,24610398208,United States
EXPD,"Expeditors International of Washington, Inc.",industrials,Integrated Freight & Logistics,16300197888,United States
EXR,Extra Space Storage Inc.,real-estate,REIT - Industrial,34772185088,United States
XOM,Exxon Mobil Corporation,energy,Oil & Gas Integrated,457518940160,United States
FFIV,"F5, Inc.",technology,Software - Infrastructure,16300035072,United States
FDS,FactSet Research Systems Inc.,financial-services,Financial Data & Stock Exchanges,16939323392,United States
FICO,Fair Isaac Corporation,technology,Software - Application,45735346176,United States
FAST,Fastenal Company,industrials,Industrial Distribution,42716364800,United States
FRT,Federal Realty Investment Trust,real-estate,REIT - Retail,8934363136,United States
FDX,FedEx Corporation,industrials,Integrated Freight & Logistics,60311502848,United States
FIS,"Fidelity National Information Services, Inc.",technology,Information Technology Services,36898344960,United States
FITB,Fifth Third Bancorp,financial-services,Banks - Regional,26924247040,United States
FSLR,"First Solar, Inc.",technology,Solar,14014414848,United States
FE,FirstEnergy Corp.,utilities,Utilities - Regulated Electric,22220136448,United States
FI,"Fiserv, Inc.",technology,Information Technology Services,126828871680,United States
FMC,FMC Corporation,basic-materials,Agricultural Inputs,4924977664,United States
